position,name,team,level,league,nationality,dob,age,overall,potential,salary,years_left,contract_value,total_years
RP,Sean Williams,Tampa Bay,MLB,MLB,USA,09/30/2044,23,2.0,4.5,284000.0,0,284000.0,1
2B,Trent Williams,Vancouver,MLB,MLB,USA,01/01/2041,27,3.0,3.5,284000.0,0,284000.0,1
SS,Luke Winter,Chicago,MLB,MLB,USA,07/07/2040,27,2.5,2.5,284000.0,0,284000.0,1
SP,Josh Witaker,New York,MLB,MLB,USA,06/04/2040,27,2.5,3.0,284000.0,0,284000.0,1
SS,Roddy Wong,San Francisco,MLB,MLB,USA,07/05/2043,24,2.0,3.0,284000.0,0,284000.0,1
SP,Seth Wood,Kansas City,MLB,MLB,USA,04/26/2043,24,2.5,2.5,284000.0,0,284000.0,1
RF,Stephen Wood,Atlanta,MLB,MLB,USA,11/18/2041,26,3.5,4.0,284000.0,0,284000.0,1
C,BRAXTON WOODLEY JR.,Washington,MLB,MLB,USA,07/21/2043,24,2.0,5.0,284000.0,0,284000.0,1
CL,Takehide Yanagisawa,Kansas City,MLB,MLB,JPN,06/18/2029,38,3.0,3.0,284000.0,0,284000.0,1
RP,Odinga Yohanna,Miami,MLB,MLB,USA,02/11/2038,29,3.0,3.0,284000.0,0,284000.0,1
RP,Myeong-Wan Yun,Los Angeles,MLB,MLB,PRK,10/07/2037,30,2.5,2.5,284000.0,0,284000.0,1
C,Heri Zamora Jr.,San Diego,MLB,MLB,USA,01/27/2043,25,1.5,4.0,284000.0,0,284000.0,1
RF,Blake Zelasko,Chicago,MLB,MLB,USA,03/05/2042,25,2.0,2.5,284000.0,0,284000.0,1
SP,Sixto Zepeda,St. Louis,MLB,MLB,PUR,08/01/2042,25,2.5,4.5,284000.0,0,284000.0,1
RP,Marquise Zuniga,Miami,MLB,MLB,PUR,05/19/2044,23,1.5,5.0,284000.0,0,284000.0,1
RP,Lee Abraham,New Orleans,MLB,MLB,USA,02/23/2044,23,1.5,3.0,0.0,0,0.0,1
2B,Fabian Abreu,Vancouver,MLB,MLB,PUR,03/11/2043,24,2.5,2.5,0.0,0,0.0,1
LF,Ethan Adams,Arizona,MLB,MLB,USA,02/01/2043,24,1.5,3.0,0.0,0,0.0,0
RP,Bill Aleksander,Boston,MLB,MLB,USA,09/26/2042,25,2.0,2.5,0.0,0,0.0,1
SP,Solomon Alicea,Seattle,MLB,MLB,MEX,10/07/2036,31,2.5,2.5,0.0,0,440000.0,1
2B,Bill Allen,Minnesota,MLB,MLB,USA,10/12/2042,25,2.5,2.5,0.0,0,0.0,1
RP,Oliver Allin,St. Louis,MLB,MLB,USA,12/21/2042,25,2.0,2.5,0.0,0,0.0,1
3B,Hugo Almansa,St. Louis,MLB,MLB,MEX,02/15/2041,26,2.5,2.5,0.0,0,0.0,1
2B,Justin Anderson,Houston,MLB,MLB,USA,02/01/2043,24,2.5,2.5,0.0,0,0.0,1
RP,Trent Araque,Oakland,MLB,MLB,USA,10/28/2044,23,1.5,3.5,0.0,0,0.0,1
LF,Enderson Ayala,Miami,MLB,MLB,PUR,02/06/2041,26,2.5,4.0,0.0,0,428000.0,1
LF,Júnior Ayala,Baltimore,MLB,MLB,PUR,08/06/2043,24,2.0,3.0,0.0,0,0.0,1
RP,Shawn Ayala,San Diego,MLB,MLB,USA,03/26/2043,24,1.5,2.5,0.0,0,0.0,1
CF,Calvin Banks,Oakland,MLB,MLB,USA,09/05/2043,24,2.5,3.0,0.0,0,0.0,1
RF,Jun Barcelon,Cincinnati,MLB,MLB,USA,11/15/2044,23,2.0,3.5,0.0,0,0.0,1
RP,Carson Batista,Cincinnati,MLB,MLB,USA,05/17/2042,25,2.0,2.5,0.0,0,0.0,1
RP,Chuck Bauer,Vancouver,MLB,MLB,USA,03/18/2042,25,1.5,3.0,0.0,0,0.0,1
RP,Calvine Beardslee,Miami,MLB,MLB,USA,06/06/2044,23,1.5,3.5,0.0,0,0.0,1
3B,Jimar Benford,Portland,MLB,MLB,USA,12/30/2042,25,2.5,2.5,0.0,0,0.0,1
2B,Andy Bennett,San Diego,MLB,MLB,USA,05/12/2042,25,2.5,2.5,0.0,0,0.0,1
RP,J.R. Bishop,Miami,MLB,MLB,USA,04/11/2045,22,2.5,2.5,0.0,0,0.0,1
RP,Thatcher Bisset,Montreal,MLB,MLB,USA,04/12/2042,25,2.0,3.0,0.0,0,0.0,1
RP,Sonny Ray Blaize,New Orleans,MLB,MLB,CAN,10/21/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Wyatt Blakley,New York,MLB,MLB,USA,07/21/2043,24,2.0,3.5,0.0,0,0.0,1
LF,Charles Blixt,San Diego,MLB,MLB,USA,10/26/2041,26,2.5,2.5,0.0,0,0.0,1
RP,Jim Blum,St. Louis,MLB,MLB,USA,08/04/2045,22,1.5,5.0,0.0,0,0.0,1
RP,Lance Bondi,Albuquerque,MLB,MLB,USA,10/24/2042,25,1.5,3.0,0.0,0,0.0,1
RP,Don Borts,Boston,MLB,MLB,USA,04/05/2042,25,2.0,2.5,0.0,0,0.0,1
RF,Calib Bowman,Cincinnati,MLB,MLB,USA,09/12/2043,24,1.5,3.0,0.0,0,0.0,1
LF,Vincent Bravo,Milwaukee,MLB,MLB,USA,07/07/2043,24,1.5,2.5,0.0,0,0.0,1
2B,Owen Brescia,Los Angeles,MLB,MLB,USA,08/13/2039,28,2.5,3.0,0.0,0,0.0,1
2B,Christopher Brooks,Salt Lake,MLB,MLB,USA,01/23/2045,23,2.0,3.0,0.0,0,0.0,1
RP,Eric Brown,San Francisco,MLB,MLB,USA,03/18/2043,24,2.0,4.0,0.0,0,0.0,1
RP,Michael Brown,San Diego,MLB,MLB,USA,11/26/2035,32,2.0,2.0,0.0,0,0.0,1
RP,Kenny Brubaker,Miami,MLB,MLB,USA,11/08/2044,23,1.5,4.0,0.0,0,0.0,1
CF,Bentley Bruder,Cincinnati,MLB,MLB,USA,01/12/2042,26,2.5,2.5,0.0,0,0.0,1
RP,Leo Burdikin,Minnesota,MLB,MLB,USA,09/03/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Walter Burgos,Toronto,MLB,MLB,PUR,07/30/2037,30,2.5,2.5,0.0,1,0.0,1
1B,Jack Burke,Toronto,MLB,MLB,USA,07/30/2042,25,2.5,2.5,0.0,0,0.0,1
RP,Will Burlingham,Seattle,MLB,MLB,USA,04/27/2045,22,2.5,3.5,0.0,0,0.0,1
RP,Rick Canales,Seattle,MLB,MLB,PUR,11/17/2043,24,1.5,3.5,0.0,0,0.0,1
3B,Erik Caraballo,Arizona,MLB,MLB,MEX,01/05/2043,25,2.0,2.5,0.0,0,0.0,1
LF,Cam Carr,Baltimore,MLB,MLB,USA,08/20/2042,25,2.5,2.5,0.0,0,0.0,1
RP,Edgardo Castillo,Toronto,MLB,MLB,USA,06/21/2032,35,3.0,3.0,0.0,1,0.0,1
RP,Fernando Chavarria,San Francisco,MLB,MLB,PUR,11/30/2034,33,2.5,2.5,0.0,1,444000.0,1
RP,Justin Cheshier,Montreal,MLB,MLB,USA,12/24/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Brendan Christie,Colorado,MLB,MLB,USA,01/15/2045,23,1.5,2.5,0.0,0,0.0,1
2B,Mickey Cirino,Milwaukee,MLB,MLB,USA,09/06/2043,24,2.5,3.0,0.0,0,0.0,1
SS,Jeremiah Clark,Carolina,MLB,MLB,USA,02/28/2041,26,2.0,2.5,0.0,0,0.0,1
RP,Hachel Clawson,Montreal,MLB,MLB,USA,03/12/2043,24,1.5,4.5,0.0,0,0.0,1
RP,C.J. Cobb,New Orleans,MLB,MLB,USA,03/11/2043,24,2.0,3.0,0.0,0,0.0,1
RP,Tranio Cobb,Cincinnati,MLB,MLB,USA,09/22/2043,24,1.5,3.0,0.0,0,0.0,1
RP,Max Cole,Oakland,MLB,MLB,USA,02/26/2044,23,2.5,4.0,0.0,0,0.0,1
2B,Aldair Colon,Baltimore,MLB,MLB,PUR,06/20/2043,24,2.0,3.5,0.0,0,0.0,1
1B,F.J. Colon,Portland,MLB,MLB,PUR,04/26/2042,25,1.5,3.0,0.0,0,0.0,1
C,Chris Connor,Albuquerque,MLB,MLB,USA,06/03/2044,23,2.0,2.5,0.0,0,0.0,1
1B,Keaton Constantine,Oakland,MLB,MLB,USA,09/23/2042,25,2.5,2.5,0.0,0,0.0,1
RP,Tyler Cook,Seattle,MLB,MLB,USA,08/07/2043,24,2.0,4.5,0.0,0,0.0,1
RP,Aron Cox,Boston,MLB,MLB,USA,02/22/2045,22,2.5,3.0,0.0,0,0.0,1
RP,Eric Cross,Kansas City,MLB,MLB,USA,02/12/2045,22,1.5,3.5,0.0,0,0.0,1
SS,Chris Czaplicki,Seattle,MLB,MLB,PUR,07/22/2043,24,2.5,3.0,0.0,0,0.0,1
RP,Peyton Danielsen,Tampa Bay,MLB,MLB,USA,04/10/2042,25,2.0,3.0,0.0,0,0.0,1
RP,Jorge Alum Davis,Omaha,MLB,MLB,USA,11/20/2043,24,1.5,3.0,0.0,0,0.0,1
C,Woody Dawes,Nashville,MLB,MLB,USA,12/12/2042,25,2.5,2.5,0.0,0,0.0,1
RF,Sergio De La Cruz,Kansas City,MLB,MLB,PUR,12/13/2043,24,2.5,3.0,0.0,0,0.0,1
LF,Jaime De Laurentis,Baltimore,MLB,MLB,PUR,10/08/2044,23,2.0,2.5,0.0,0,0.0,1
RP,Jayden Delgado,San Diego,MLB,MLB,PUR,03/18/2043,24,1.5,3.0,0.0,0,0.0,1
RP,Kayson DeLuca,Montreal,MLB,MLB,USA,02/27/2042,25,2.0,2.5,0.0,0,0.0,1
RP,Randy Denton,Miami,MLB,MLB,USA,12/21/2048,19,1.5,4.0,0.0,0,0.0,1
RP,Koy Dey,Cleveland,MLB,MLB,GUY,08/27/2044,23,2.0,5.0,0.0,0,0.0,1
RP,Randy DiGiovanni,St. Louis,MLB,MLB,USA,04/02/2043,24,1.5,3.0,0.0,0,0.0,1
RP,Brandon DiLorenzo,New York,MLB,MLB,USA,03/24/2043,24,1.5,3.0,0.0,0,0.0,1
RP,Estevan Dimas,Toronto,MLB,MLB,PUR,09/15/2043,24,3.0,3.0,0.0,0,0.0,1
RP,Tristen Donohue,Cincinnati,MLB,MLB,USA,11/01/2042,25,2.0,3.5,0.0,0,0.0,1
RP,Kameron Dunston,Arizona,MLB,MLB,USA,03/04/2034,33,3.0,3.0,0.0,1,0.0,1
CF,Nick Earwood,Philadelphia,MLB,MLB,USA,06/02/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Hudson Ebert,Oakland,MLB,MLB,USA,09/27/2045,22,1.5,3.0,0.0,0,0.0,1
LF,Damien Elcock,Detroit,MLB,MLB,USA,02/15/2042,25,2.0,3.0,0.0,0,0.0,1
1B,Faustus Eller,Los Angeles,MLB,MLB,USA,07/09/2043,24,1.5,5.0,0.0,0,0.0,1
RP,Dandy Elliot,Atlanta,MLB,MLB,USA,01/24/2042,26,2.5,3.0,0.0,0,0.0,1
RP,Lochlan Essenmacher,Arizona,MLB,MLB,USA,04/07/2044,23,1.5,3.5,0.0,0,0.0,1
RP,Peter Farber,Seattle,MLB,MLB,USA,04/16/2047,20,2.5,3.0,0.0,0,0.0,1
RP,Phil Featherstone,New Orleans,MLB,MLB,USA,12/25/2043,24,3.0,3.5,0.0,0,0.0,1
LF,Samuel Feliano,Arizona,MLB,MLB,PUR,03/12/2045,22,2.0,3.0,0.0,0,0.0,1
LF,Deandre Ferguson,Nashville,MLB,MLB,TRI,11/07/2043,24,2.5,3.0,0.0,0,0.0,1
RP,Samuel Fernández,Boise,MLB,MLB,PUR,10/03/2043,24,1.5,3.0,0.0,0,0.0,1
C,Peter Ferrara,Miami,MLB,MLB,USA,11/12/2044,23,1.5,3.0,0.0,0,0.0,1
2B,Luca Ferrer,San Diego,MLB,MLB,PUR,08/29/2044,23,1.5,3.0,0.0,0,0.0,1
2B,Victor Fisher,Tampa Bay,MLB,MLB,USA,08/03/2043,24,2.5,3.0,0.0,0,0.0,1
RP,Luke Flores,Boston,MLB,MLB,USA,05/11/2042,25,2.0,2.5,0.0,0,0.0,1
RP,Michael Foley,Nashville,MLB,MLB,USA,12/21/2043,24,1.5,3.5,0.0,0,0.0,1
1B,Ric Fordham,Austin,MLB,MLB,USA,04/21/2045,22,1.5,4.0,0.0,0,0.0,1
RP,Tai Francis,Boise,MLB,MLB,PUR,07/20/2043,24,2.0,3.0,0.0,0,0.0,1
RP,Lucien Fréchette,Salt Lake,MLB,MLB,CAN,03/14/2041,26,2.5,3.5,0.0,0,0.0,1
RP,Grant Gallagher,Boise,MLB,MLB,USA,07/28/2044,23,1.5,4.0,0.0,0,0.0,1
RP,Jaylen Gascot,Houston,MLB,MLB,USA,12/05/2042,25,2.0,3.5,0.0,0,0.0,1
RP,Rudy Gerardo,Oakland,MLB,MLB,USA,05/05/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Owen Gibson,Cleveland,MLB,MLB,USA,04/07/2045,22,2.0,3.0,0.0,0,0.0,1
1B,Roderick Gillem,Montreal,MLB,MLB,USA,10/25/2042,25,2.0,2.0,0.0,0,0.0,1
RF,Herbert Gloria,Atlanta,MLB,MLB,PUR,04/19/2043,24,2.5,2.5,0.0,0,0.0,1
2B,Noah Gonzales,Washington,MLB,MLB,USA,03/31/2042,25,2.5,2.5,0.0,0,0.0,1
RP,Hunter Gonzalez,Salt Lake,MLB,MLB,USA,08/02/2043,24,2.0,4.0,0.0,0,0.0,1
RP,B.J. Gordon,Boston,MLB,MLB,USA,07/07/2043,24,2.0,3.5,0.0,0,0.0,1
CF,Benjamin Gordon,Seattle,MLB,MLB,USA,02/05/2045,22,1.5,3.0,0.0,0,0.0,1
2B,Neil Graham,Milwaukee,MLB,MLB,CAN,03/31/2045,22,1.5,3.5,0.0,0,0.0,1
RP,Johnny Greimann,San Francisco,MLB,MLB,USA,01/21/2043,25,1.5,3.0,0.0,0,0.0,1
3B,Trent Grundy,Portland,MLB,MLB,USA,02/05/2044,23,2.0,2.5,0.0,0,0.0,1
RP,Steve Guay,Kansas City,MLB,MLB,CAN,04/12/2043,24,1.5,3.5,0.0,0,0.0,1
1B,Hunter Guion,Arizona,MLB,MLB,USA,02/25/2042,25,2.0,3.0,0.0,0,0.0,1
2B,Joseph Guymon,Albuquerque,MLB,MLB,USA,01/28/2045,23,2.0,4.5,0.0,0,0.0,1
RP,Jeremiah Hampton,Houston,MLB,MLB,USA,01/28/2045,23,1.5,4.5,0.0,0,0.0,1
2B,Fred Hancock,Washington,MLB,MLB,USA,11/09/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Declan Hangen,Detroit,MLB,MLB,USA,06/24/2044,23,1.5,3.0,0.0,0,0.0,1
RP,James Hardcastle,Portland,MLB,MLB,USA,11/21/2044,23,2.0,5.0,0.0,0,0.0,1
RP,Willow Hartman,Baltimore,MLB,MLB,USA,04/23/2044,23,1.5,3.5,0.0,0,0.0,1
RP,Peter Hauser,Cleveland,MLB,MLB,USA,01/08/2045,23,1.5,3.0,0.0,0,0.0,1
RP,Calvin Hawk,Vancouver,MLB,MLB,USA,11/03/2043,24,1.5,4.0,0.0,0,0.0,1
RP,Spencer Hawkins,Seattle,MLB,MLB,USA,01/21/2044,24,1.5,3.0,0.0,0,0.0,1
RP,Ramiro Hernandez,Atlanta,MLB,MLB,PUR,06/28/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Ruben Herrera,Washington,MLB,MLB,PUR,02/04/2045,22,1.5,3.0,0.0,0,0.0,1
RP,Ysidro Herrera,New York,MLB,MLB,DOM,07/04/2043,24,2.5,3.0,0.0,0,0.0,1
RP,Brock Hickman,San Francisco,MLB,MLB,USA,09/25/2042,25,1.5,3.0,0.0,0,0.0,1
RP,Bentley Hinz,Omaha,MLB,MLB,USA,09/26/2045,22,1.5,3.5,0.0,0,0.0,1
RP,Johnny Hoffman,Chicago,MLB,MLB,USA,02/16/2038,29,2.5,2.5,0.0,0,0.0,1
C,Scott Honea,San Francisco,MLB,MLB,USA,03/26/2045,22,2.5,2.5,0.0,0,0.0,1
RP,Lance Howie,Houston,MLB,MLB,USA,08/01/2043,24,2.5,4.0,0.0,0,0.0,1
CF,Pedro Huerta,Detroit,MLB,MLB,PUR,01/10/2042,26,2.5,3.5,0.0,0,0.0,1
SS,Joel Huff,Oakland,MLB,MLB,USA,11/10/2042,25,2.5,2.5,0.0,0,0.0,1
C,Brent Hutchison,Colorado,MLB,MLB,USA,02/07/2043,24,2.5,3.0,0.0,0,0.0,1
RP,Martin Hysquierdo,Salt Lake,MLB,MLB,PUR,03/30/2045,22,1.5,3.0,0.0,0,0.0,1
CF,R.C. Jahnsen,Cincinnati,MLB,MLB,USA,06/03/2043,24,2.0,3.0,0.0,0,0.0,1
RP,Samuel Jann,Vancouver,MLB,MLB,USA,03/02/2042,25,2.5,3.0,0.0,0,0.0,1
3B,Carlin Johnson,Milwaukee,MLB,MLB,USA,06/09/2044,23,2.0,4.0,0.0,0,0.0,1
RF,Dylan Johnson,Kansas City,MLB,MLB,USA,01/14/2045,23,2.0,5.0,0.0,0,0.0,1
RP,Marron Johnson,Nashville,MLB,MLB,USA,09/15/2044,23,2.0,2.5,0.0,0,0.0,1
RP,Palmer Jones,Cincinnati,MLB,MLB,USA,05/18/2045,22,1.5,3.5,0.0,0,0.0,1
RP,André Jordan,Detroit,MLB,MLB,USA,12/24/2044,23,1.5,3.0,0.0,0,0.0,1
1B,Collin Kadusi,Seattle,MLB,MLB,USA,04/08/2042,25,2.5,2.5,0.0,0,0.0,1
RP,Declan Kelso,Minnesota,MLB,MLB,USA,12/28/2040,27,2.5,3.0,0.0,0,0.0,1
RP,Wes Kerr,Minnesota,MLB,MLB,USA,09/22/2045,22,1.5,3.5,0.0,0,0.0,1
2B,Anthony Khalid,Arizona,MLB,MLB,USA,07/04/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Galloway Kilpatrick,Salt Lake,MLB,MLB,USA,08/24/2045,22,1.5,3.0,0.0,0,0.0,1
RP,Shaun Kim,Miami,MLB,MLB,USA,01/15/2045,23,1.5,3.0,0.0,0,0.0,1
RP,Owen Kish,Detroit,MLB,MLB,USA,06/13/2044,23,1.5,4.0,0.0,0,0.0,1
RP,Dempster Kittrell,Cincinnati,MLB,MLB,USA,09/26/2044,23,2.0,3.5,0.0,0,0.0,1
1B,Bob Klassen,Baltimore,MLB,MLB,USA,05/23/2044,23,1.5,3.5,0.0,0,0.0,1
RP,Rudy Knell,Vancouver,MLB,MLB,USA,03/29/2045,22,1.5,2.5,0.0,0,0.0,1
RP,Bradly Kocura,New Orleans,MLB,MLB,USA,10/10/2045,22,1.5,4.0,0.0,0,0.0,1
RP,Neptune Kowall,Omaha,MLB,MLB,USA,04/16/2044,23,1.5,3.0,0.0,0,0.0,1
LF,John Kubota,Houston,MLB,MLB,USA,01/05/2045,23,2.0,3.5,0.0,0,0.0,1
LF,Wesley Kyer,Baltimore,MLB,MLB,USA,06/25/2043,24,1.5,2.5,0.0,0,0.0,1
RP,Noah Lapier,Tampa Bay,MLB,MLB,USA,01/27/2042,26,2.0,2.5,0.0,0,0.0,1
RP,Corey Largo,Montreal,MLB,MLB,USA,05/25/2043,24,2.5,3.5,0.0,0,0.0,1
2B,Ryder Layton,Washington,MLB,MLB,USA,05/22/2043,24,2.5,2.5,0.0,0,0.0,1
RP,Rob Lee,Washington,MLB,MLB,USA,02/10/2043,24,2.5,4.0,0.0,0,0.0,1
SS,Skyler Leikam,New York,MLB,MLB,USA,12/04/2042,25,2.0,3.0,0.0,0,0.0,1
RP,Marcelo Levario,New York,MLB,MLB,PUR,01/09/2045,23,2.0,5.0,0.0,0,0.0,1
RP,Drew Linard,Chicago,MLB,MLB,USA,08/12/2028,39,2.5,2.5,0.0,1,0.0,1
RP,Brady Lindquist,Miami,MLB,MLB,USA,12/31/2044,23,1.5,4.0,0.0,0,0.0,1
RP,Payton Link,New Orleans,MLB,MLB,USA,10/26/2036,31,2.5,2.5,0.0,1,0.0,1
1B,Valerio Lopez,Baltimore,MLB,MLB,PUR,10/29/2044,23,2.0,3.0,0.0,0,0.0,1
1B,Edmundo Macho,Arizona,MLB,MLB,PUR,02/11/2045,22,2.0,5.0,0.0,0,0.0,1
RP,Raúl Madrid,Detroit,MLB,MLB,PUR,10/08/2043,24,2.0,3.5,0.0,0,0.0,1
RP,Brayden Mahar,Vancouver,MLB,MLB,USA,10/08/2043,24,1.5,3.0,0.0,0,0.0,1
RP,George Marcotte,Los Angeles,MLB,MLB,USA,07/18/2043,24,1.5,2.5,0.0,0,0.0,1
SS,Eustacio Mariani,Kansas City,MLB,MLB,PUR,08/28/2042,25,2.0,4.0,0.0,0,0.0,1
CF,Marcus Mariscal,Atlanta,MLB,MLB,PUR,03/20/2045,22,1.5,3.0,0.0,0,0.0,1
RP,Luke Marsden,Carolina,MLB,MLB,USA,10/12/2042,25,1.5,3.5,0.0,0,0.0,1
RP,Micah Martens,New Orleans,MLB,MLB,USA,09/13/2043,24,2.0,3.5,0.0,0,0.0,1
RP,Johnny Martinez,Kansas City,MLB,MLB,PUR,04/08/2045,22,2.0,3.5,0.0,0,0.0,1
CF,Enrico Mayorga,Washington,MLB,MLB,PUR,10/27/2042,25,2.5,2.5,0.0,0,0.0,1
RF,Johnny McCallum,Colorado,MLB,MLB,CAN,02/05/2045,22,1.5,5.0,0.0,0,0.0,1
C,Zach McElroy,St. Louis,MLB,MLB,USA,03/29/2042,25,2.0,4.5,0.0,0,0.0,1
CF,Kent McFall,San Diego,MLB,MLB,USA,05/18/2044,23,2.5,3.0,0.0,0,0.0,1
RP,Clifford McMillan,Atlanta,MLB,MLB,CAN,09/18/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Luís Mendoza,Carolina,MLB,MLB,MEX,09/30/2039,28,2.0,3.0,0.0,0,0.0,1
RP,Jimmy Merkel,Kansas City,MLB,MLB,USA,06/30/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Red Michaels,Toronto,MLB,MLB,USA,07/24/2037,30,2.5,2.5,0.0,1,0.0,1
RP,Steve Miles,Philadelphia,MLB,MLB,USA,04/23/2042,25,1.5,3.0,0.0,0,0.0,1
RP,Robert Monahan,Vancouver,MLB,MLB,USA,03/14/2044,23,1.5,2.5,0.0,0,0.0,1
1B,Lloyd Monroe,Arizona,MLB,MLB,USA,07/11/2042,25,2.0,3.0,0.0,0,0.0,1
RP,Uriel Montano,Boise,MLB,MLB,USA,09/13/2044,23,1.5,4.5,0.0,0,0.0,1
RP,Dillon Moore,Kansas City,MLB,MLB,USA,06/29/2044,23,1.5,3.5,0.0,0,0.0,1
RP,Matt Moore,Los Angeles,MLB,MLB,USA,02/09/2043,24,1.5,3.5,0.0,0,0.0,1
LF,Storm Moore,Portland,MLB,MLB,USA,06/01/2044,23,2.0,5.0,0.0,0,0.0,1
RP,Caleb Moquin,Portland,MLB,MLB,USA,09/19/2043,24,1.5,3.0,0.0,0,0.0,1
C,Dan Morales,Milwaukee,MLB,MLB,USA,05/06/2043,24,2.0,3.5,0.0,0,0.0,1
LF,Freddie Morales,Los Angeles,MLB,MLB,PUR,05/26/2042,25,2.5,3.0,0.0,0,0.0,1
SP,Tom Moran,Miami,MLB,MLB,USA,01/21/2045,23,2.5,4.0,0.0,0,0.0,1
RP,Malcolm Morris,San Diego,MLB,MLB,USA,03/28/2045,22,1.5,4.5,0.0,0,0.0,1
LF,Harley Moudy,Austin,MLB,MLB,USA,08/14/2043,24,2.5,3.0,0.0,0,0.0,1
C,Glen Méthot,New York,MLB,MLB,CAN,01/09/2045,23,2.0,3.0,0.0,0,0.0,1
RP,Garrett Newland,Portland,MLB,MLB,USA,04/24/2042,25,2.0,3.5,0.0,0,0.0,1
RP,Isaac Nilsen,Atlanta,MLB,MLB,USA,03/16/2041,26,2.5,3.5,0.0,0,0.0,1
1B,Sonny Nixon,Nashville,MLB,MLB,CAN,02/13/2043,24,2.5,2.5,0.0,0,0.0,1
LF,Noel O'Neil,Carolina,MLB,MLB,USA,03/20/2042,25,2.5,2.5,0.0,0,0.0,1
RP,Jacob O'Neill,Tampa Bay,MLB,MLB,USA,05/19/2045,22,1.5,3.0,0.0,0,0.0,1
RP,Hunt O'Toole,San Francisco,MLB,MLB,USA,04/17/2045,22,1.5,3.0,0.0,0,0.0,1
RP,Izzy Oceguera,Boston,MLB,MLB,USA,08/09/2041,26,2.0,2.5,0.0,0,0.0,1
CF,Samuel Palliagua,New York,MLB,MLB,PUR,12/25/2044,23,1.5,5.0,0.0,0,0.0,1
RP,Henderson Panet,Carolina,MLB,MLB,PUR,05/08/2044,23,1.5,2.5,0.0,0,0.0,1
LF,Lex Partida,Oakland,MLB,MLB,PUR,02/08/2041,26,2.5,3.0,0.0,0,0.0,1
1B,Aidan Passe,Carolina,MLB,MLB,USA,02/18/2043,24,2.5,2.5,0.0,0,0.0,1
LF,Billy Payne,Milwaukee,MLB,MLB,USA,05/26/2043,24,2.0,2.5,0.0,0,0.0,1
RP,Sully Petersen,Omaha,MLB,MLB,USA,09/12/2044,23,2.0,4.5,0.0,0,0.0,1
RP,TANER PETERSON JR.,Arizona,MLB,MLB,USA,04/15/2045,22,1.5,4.0,0.0,0,0.0,1
LF,Troy Peto,Washington,MLB,MLB,USA,03/22/2045,22,2.0,4.0,0.0,0,0.0,1
RP,Kipp Pineda,Detroit,MLB,MLB,USA,08/13/2044,23,1.5,3.0,0.0,0,0.0,1
RP,Norbert Pirk,San Diego,MLB,MLB,USA,06/23/2036,31,2.5,2.5,0.0,0,0.0,1
RP,Sergio Piñon,Oakland,MLB,MLB,PUR,11/29/2044,23,1.5,3.0,0.0,0,0.0,1
LF,Marco Polanco,Arizona,MLB,MLB,PUR,12/19/2042,25,2.5,3.0,0.0,0,0.0,1
RF,Trevence Price,Seattle,MLB,MLB,USA,07/19/2043,24,2.5,2.5,0.0,0,0.0,1
3B,Corvo Pugeda,Toronto,MLB,MLB,PUR,08/11/2041,26,2.5,3.0,0.0,0,0.0,1
1B,Michael Quezada,Chicago,MLB,MLB,USA,04/20/2042,25,2.5,2.5,0.0,0,0.0,1
RP,Shawn Ray,Arizona,MLB,MLB,USA,11/14/2044,23,1.5,3.5,0.0,0,0.0,1
CF,Yorival Rendo,Omaha,MLB,MLB,PUR,09/04/2044,23,2.0,3.0,0.0,0,0.0,1
RP,Daz Reyes,Nashville,MLB,MLB,USA,04/09/2043,24,1.5,3.0,0.0,0,0.0,1
2B,Dandre Rings,Toronto,MLB,MLB,USA,05/20/2045,22,1.5,5.0,0.0,0,0.0,1
RF,Juan Diego Rivera,Chicago,MLB,MLB,PUR,07/22/2042,25,2.5,2.5,0.0,0,0.0,1
RP,Rolón Rivera,Miami,MLB,MLB,PUR,12/12/2043,24,1.5,4.5,0.0,0,0.0,1
LF,Heath Rizzo,Albuquerque,MLB,MLB,USA,06/24/2045,22,1.5,5.0,0.0,0,0.0,1
RP,Claude Roberts,San Francisco,MLB,MLB,USA,01/08/2040,28,2.5,2.5,0.0,0,0.0,1
C,Luke Roberts,Tampa Bay,MLB,MLB,USA,07/12/2043,24,2.0,3.0,0.0,0,0.0,1
C,Lawrence Robison,Montreal,MLB,MLB,USA,10/25/2033,34,2.5,2.5,0.0,0,0.0,1
1B,Axel Rodriguez,Boston,MLB,MLB,PUR,04/07/2043,24,1.5,3.5,0.0,0,0.0,1
RP,Bryan Roger,Cincinnati,MLB,MLB,USA,11/19/2044,23,2.0,5.0,0.0,0,0.0,1
RP,Woody Rogers,Chicago,MLB,MLB,USA,02/06/2040,27,2.5,3.0,0.0,0,0.0,1
RP,Stanislaus Roland,Minnesota,MLB,MLB,USA,04/09/2041,26,2.5,3.0,0.0,0,0.0,1
